timestamp,value,Games,Wins
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_ShieldBreaker,255,156
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Asahi,19,9
2025-09-16T00:00:00.000Z,Fours_Bronze_Ability_Moonball,165,55
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Kazana,18,10
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Tobio,40,19
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_SuperSprint,36,20
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_DivineStrength,54,25
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_TimeskipToru,13,5
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_TimeskipShoyo2,140,60
2025-09-16T00:00:00.000Z,Fours_Pro_Style_TimeskipShoyo2,47,40
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_BoomJump,11,8
2025-09-16T00:00:00.000Z,Fours_Pro_Style_Rintaro,20,16
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_RedirectionJump,32,28
2025-09-16T00:00:00.000Z,Twos_Silver_Style_Daichi,136,44
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Kotaru,176,58
2025-09-16T00:00:00.000Z,Fours_Bronze_Ability_RollingThunder,61,14
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Twin1,25,15
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_TimeskipShoyo,12,7
2025-09-16T00:00:00.000Z,Fours_Bronze_Ability_SuperSprint,119,34
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Mikage,71,45
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Kimiro,62,33
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Kazana,21,11
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_TimeskipShoyo2,4,4
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_ShieldBreaker,16,14
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_Moonball,16,4
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Jester,1,0
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_BoomJump,6,5
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_CurveSpike,11,4
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_ZeroGravitySet,1,0
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_SuperSprint,4,4
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Rintaro,21,12
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_CurveSpike,4,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_TimeskipTobio2,12,4
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_ZeroGravitySet,19,4
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_MagneticPull,2,2
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_DivineStrength,4,3
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_TimeskipTobio,1,1
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_SteelBlock,3,1
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Rintaro,16,12
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Kimiro,9,3
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Mikage,6,5
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Hirugami,69,39
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Shinsuke,17,5
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_TimeskipToru,21,10
2025-09-16T00:00:00.000Z,Twos_Pro_Ability_FourthTouch,48,27
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Jester,85,51
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_Ryunosuke,56,14
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_Shinsuke,30,4
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Kotaru,20,15
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Kenma,14,10
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Toru,32,15
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Mikage,22,15
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_ShieldBreaker,94,74
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_RollingThunder,18,13
2025-09-16T00:00:00.000Z,Fours_Gold_Style_TimeskipTobio2,47,27
2025-09-16T00:00:00.000Z,Fours_Gold_Style_TimeskipShoyo2,42,33
2025-09-16T00:00:00.000Z,Fours_Pro_Style_Jester,2,1
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_MagneticPull,24,19
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_SteelBlock,9,4
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Tobio,103,27
2025-09-16T00:00:00.000Z,Fours_Bronze_Ability_DivineStrength,96,43
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_Kei,101,29
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_Taketora,95,27
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Asahi,56,20
2025-09-16T00:00:00.000Z,Threes_Silver_Style_Hajime,22,9
2025-09-16T00:00:00.000Z,Threes_Diamond_Ability_FourthTouch,57,32
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Mikage,43,27
2025-09-16T00:00:00.000Z,Threes_Silver_Style_Ryunosuke,15,5
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_TimeskipTobio,15,7
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_CurveSpike,76,40
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Yogan,39,21
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_TimeskipShoyo,19,6
2025-09-16T00:00:00.000Z,Threes_Bronze_Style_Twin2,44,21
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Kenma,23,9
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_BoomJump,22,17
2025-09-16T00:00:00.000Z,Fours_Gold_Style_TimeskipTobio,23,21
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_Rintaro,43,31
2025-09-16T00:00:00.000Z,Twos_Pro_Style_TimeskipToru,19,12
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Hirugami,12,10
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Morisuke,49,17
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_Moonball,77,44
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Daichi,24,3
2025-09-16T00:00:00.000Z,Twos_Pro_Style_TimeskipShoyo,107,68
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Mikage,44,23
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Tadashi,7,1
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_TimeskipToru,12,8
2025-09-16T00:00:00.000Z,Twos_Pro_Ability_SuperSprint,58,23
2025-09-16T00:00:00.000Z,Twos_Silver_Style_Lev,56,23
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_MagneticPull,67,43
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Koshi,1,0
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Ryunosuke,6,4
2025-09-16T00:00:00.000Z,Twos_Pro_Ability_RollingThunder,8,2
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Tadashi,6,3
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Twin1,5,3
2025-09-16T00:00:00.000Z,Fours_Pro_Style_TimeskipTobio2,16,13
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Tobio,4,1
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_ZeroGravitySet,10,8
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_SteelBlock,12,10
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_FourthTouch,2,2
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_Jester,8,8
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_Mikage,16,13
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_SteelBlock,9,8
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_SuperSprint,6,3
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Taketora,27,7
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Kazana,7,4
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Rintaro,55,39
2025-09-16T00:00:00.000Z,Fours_Silver_Style_TimeskipShoyo,16,11
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Shinsuke,6,3
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Kazana,2,0
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_FourthTouch,5,3
2025-09-16T00:00:00.000Z,Twos_Pro_Style_TeamCaptain,31,16
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Toru,57,13
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Tetsuro,52,24
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Shoyo,30,12
2025-09-16T00:00:00.000Z,Fours_Silver_Ability_FourthTouch,81,50
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Twin2,22,3
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Jester,18,13
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Twin1,22,11
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_ShieldBreaker,44,29
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Hirugami,5,3
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_DivineStrength,5,4
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Shoyo,4,1
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Kotaru,44,27
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Yogan,19,8
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Yu,1,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_FourthTouch,4,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Kotaru,12,2
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_TimeskipShoyo2,12,4
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Tobio,8,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Jester,3,2
2025-09-16T00:00:00.000Z,Sixes_Gold_Ability_RedirectionJump,2,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Asahi,2,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Toru,5,2
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_SteelBlock,21,6
2025-09-16T00:00:00.000Z,Sixes_Gold_Style_TimeskipTobio,2,1
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_TimeskipShoyo,3,3
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Twin1,19,6
2025-09-16T00:00:00.000Z,Threes_Silver_Style_Ohira,20,8
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Tadashi,3,2
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Twin2,13,10
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_BoomJump,35,25
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Jester,12,9
2025-09-16T00:00:00.000Z,Twos_Pro_Ability_Moonball,10,1
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Kazana,25,10
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Koshi,16,6
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Wakatoshi,8,2
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Ryunosuke,1,0
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_RedirectionJump,16,7
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_RedirectionJump,5,3
2025-09-16T00:00:00.000Z,Fours_Pro_Style_TimeskipTobio,12,10
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_MagneticPull,18,12
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_ShieldBreaker,38,28
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_TimeskipShoyo2,10,5
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_TimeskipShoyo,19,15
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_TimeskipTobio,7,4
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Hirugami,11,5
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_TeamCaptain,17,7
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Wakatoshi,10,4
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Koshi,1,1
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Kei,21,4
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Shoyo,7,2
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_TimeskipShoyo,19,9
2025-09-16T00:00:00.000Z,Threes_Diamond_Ability_RollingThunder,4,2
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Shinsuke,3,2
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Lev,11,5
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_ZeroGravitySet,1,1
2025-09-16T00:00:00.000Z,Fours_Pro_Style_TimeskipShoyo,20,12
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Wakatoshi,18,8
2025-09-16T00:00:00.000Z,Threes_Diamond_Ability_SuperSprint,7,2
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Tetsuro,3,2
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Kei,2,1
2025-09-16T00:00:00.000Z,Twos_Diamond_Ability_TeamSpirit,21,6
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Daichi,2,1
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Daichi,6,3
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Taketora,13,8
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Hajime,3,1
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_TimeskipTobio2,22,15
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_CurveSpike,11,8
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_Moonball,7,6
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Ryunosuke,2,0
2025-09-16T00:00:00.000Z,Fours_Silver_Style_TimeskipTobio,22,16
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_Twin1,3,2
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Kenma,2,1
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Yogan,5,3
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Kazana,13,8
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Twin1,6,6
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_BoomJump,22,4
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_TimeskipTobio2,3,2
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Yogan,4,2
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_DivineStrength,4,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_ShieldBreaker,10,6
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Twin2,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_RollingThunder,4,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Wakatoshi,12,3
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Koshi,10,3
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Ryunosuke,3,2
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Lev,4,3
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Morisuke,14,7
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Lev,3,0
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Ohira,15,6
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Lev,8,2
2025-09-16T00:00:00.000Z,Threes_Diamond_Ability_DivineStrength,3,2
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Shoyo,2,0
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_SuperSprint,8,6
2025-09-16T00:00:00.000Z,Threes_Diamond_Ability_TeamSpirit,4,1
2025-09-16T00:00:00.000Z,Sixes_Gold_Ability_ShieldBreaker,1,1
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Yogan,1,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Yu,3,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Ohira,1,0
2025-09-16T00:00:00.000Z,Sixes_Gold_Style_Mikage,1,1
2025-09-16T00:00:00.000Z,Threes_Silver_Style_Tadashi,16,7
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Yu,3,0
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Mikage,44,25
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Ohira,14,7
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_Twin2,5,3
2025-09-16T00:00:00.000Z,Fours_Pro_Style_Mikage,4,4
2025-09-16T00:00:00.000Z,Fours_Gold_Style_TeamCaptain,7,6
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Shinsuke,1,0
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_TeamCaptain,1,1
2025-09-16T00:00:00.000Z,Twos_Bronze_Ability_,1,0
2025-09-16T00:00:00.000Z,Threes_Silver_Style_Shinsuke,6,4
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Daichi,8,5
2025-09-16T00:00:00.000Z,Twos_Gold_Style_Hajime,11,3
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_CurveSpike,13,9
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_FourthTouch,7,6
2025-09-16T00:00:00.000Z,Threes_Pro_Ability_SuperSprint,2,2
2025-09-16T00:00:00.000Z,Threes_Pro_Style_TimeskipShoyo,25,22
2025-09-16T00:00:00.000Z,Fours_Silver_Style_TimeskipToru,6,3
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Taketora,2,0
2025-09-16T00:00:00.000Z,Fours_Diamond_Ability_Moonball,5,5
2025-09-16T00:00:00.000Z,Fours_Diamond_Style_Yogan,5,5
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Tetsuro,2,1
2025-09-16T00:00:00.000Z,Twos_Pro_Ability_TeamSpirit,11,8
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Shoyo,3,2
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Kimiro,4,3
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_TeamCaptain,8,1
2025-09-16T00:00:00.000Z,Fours_Bronze_Style_Hajime,8,1
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Asahi,1,1
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Shoyo,6,3
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Kimiro,5,4
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Kimiro,2,0
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Shoyo,7,2
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Tadashi,1,0
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Koshi,1,1
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Taketora,1,0
2025-09-16T00:00:00.000Z,Threes_Pro_Ability_FourthTouch,7,6
2025-09-16T00:00:00.000Z,Threes_Pro_Ability_ZeroGravitySet,20,19
2025-09-16T00:00:00.000Z,Fours_Pro_Style_Ryunosuke,1,1
2025-09-16T00:00:00.000Z,Fours_Gold_Style_TimeskipShoyo,2,1
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Koshi,1,0
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Daichi,4,0
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Asahi,2,1
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Yu,1,1
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Hirugami,2,0
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Kei,4,1
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Yogan,2,0
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Ohira,6,4
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Yu,2,2
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Tadashi,2,0
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_DivineStrength,3,3
2025-09-16T00:00:00.000Z,Fours_Gold_Style_Kotaru,2,0
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Yu,5,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Kenma,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_SuperSprint,3,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Hirugami,11,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_MagneticPull,11,7
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Kenma,3,1
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Yu,1,0
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_TeamSpirit,1,1
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Koshi,1,0
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Kei,2,1
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Ohira,1,1
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Hajime,1,1
2025-09-16T00:00:00.000Z,Sixes_Gold_Ability_MagneticPull,1,0
2025-09-16T00:00:00.000Z,Sixes_Gold_Style_Yogan,1,0
2025-09-16T00:00:00.000Z,Fours_Pro_Ability_CurveSpike,1,0
2025-09-16T00:00:00.000Z,Threes_Diamond_Ability_ZeroGravitySet,7,4
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Kei,1,0
2025-09-16T00:00:00.000Z,Threes_Pro_Style_Mikage,3,2
2025-09-16T00:00:00.000Z,Sixes_Gold_Style_Rintaro,2,2
2025-09-16T00:00:00.000Z,Sixes_Gold_Ability_BoomJump,2,2
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Kimiro,3,3
2025-09-16T00:00:00.000Z,Sixes_Diamond_Ability_ShieldBreaker,2,2
2025-09-16T00:00:00.000Z,Sixes_Pro_Ability_CurveSpike,2,2
2025-09-16T00:00:00.000Z,Sixes_Pro_Style_Mikage,3,3
2025-09-16T00:00:00.000Z,Sixes_Diamond_Style_Rintaro,2,2
2025-09-16T00:00:00.000Z,Sixes_Pro_Style_Twin1,1,1
2025-09-16T00:00:00.000Z,Sixes_Pro_Style_Rintaro,1,1
2025-09-16T00:00:00.000Z,Sixes_Pro_Ability_ShieldBreaker,6,6
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Hajime,1,1
2025-09-16T00:00:00.000Z,Threes_Pro_Style_TeamCaptain,4,2
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Shinsuke,1,0
2025-09-16T00:00:00.000Z,Sixes_Pro_Style_TimeskipTobio,2,2
2025-09-16T00:00:00.000Z,Sixes_Pro_Style_TimeskipShoyo,2,2
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Lev,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Ryunosuke,1,0
2025-09-16T00:00:00.000Z,Threes_Diamond_Style_Kenma,1,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Morisuke,2,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Koshi,1,1
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_Moonball,1,1
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Wakatoshi,1,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_RedirectionJump,6,3
2025-09-16T00:00:00.000Z,Sixes_Silver_Ability_FourthTouch,1,1
2025-09-16T00:00:00.000Z,Threes_Pro_Style_TimeskipToru,2,0
2025-09-16T00:00:00.000Z,Threes_Gold_Style_Ohira,2,1
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Tadashi,1,1
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Hajime,1,0
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Shinsuke,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Kazana,3,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_TeamCaptain,1,1
2025-09-16T00:00:00.000Z,Fours_Pro_Style_Kimiro,2,2
2025-09-16T00:00:00.000Z,Fours_Gold_Ability_ZeroGravitySet,4,4
2025-09-16T00:00:00.000Z,Fours_Silver_Style_Koshi,1,0
2025-09-16T00:00:00.000Z,Sixes_Silver_Style_Hirugami,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_TimeskipToru,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_TimeskipTobio,1,0
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Morisuke,1,0
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Asahi,5,4
2025-09-16T00:00:00.000Z,Sixes_Bronze_Ability_TeamSpirit,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Taketora,2,0
2025-09-16T00:00:00.000Z,Twos_Pro_Style_Shinsuke,1,1
2025-09-16T00:00:00.000Z,Twos_Diamond_Style_Tadashi,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Tetsuro,1,0
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Twin1,1,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Mikage,1,0
2025-09-16T00:00:00.000Z,Sixes_Pro_Ability_RedirectionJump,2,2
2025-09-16T00:00:00.000Z,Sixes_Pro_Style_TimeskipShoyo2,1,1
2025-09-16T00:00:00.000Z,Sixes_Bronze_Style_Shinsuke,1,0
2025-09-16T00:00:00.000Z,Threes_Pro_Ability_Moonball,1,1
